doi,title,year,cluster,topic_label
10.3390/su15129810,"Life Cycle Analysis of a Novel Process from the Automotive Industry in Mexico for Recycling Nylon 6,6 into Polymeric Coatings",2023,6,"supply chain, climate change, environmental impacts, value chain"
10.1016/j.rinma.2023.100497,Analyzing the effect of the density of medium on efficiency of hydrocyclone separator in sorting of PVC and PET using CFD,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1117/12.2645119,Hyperspectral imaging coupled with data fusion for plastic packaging waste recycling,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.13005/bbra/3063,Recent Advancements and Mechanism of Plastics Biodegradation Promoted by Bacteria: A Key for Sustainable Remediation for Plastic Wastes,2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/su151713229,Toward Economically Efficient Carbon Reduction: Contrasting Greening Plastic Supply Chains with Alternative Energy Policy Approaches,2023,7,"marine debris, metric tons, human health, u s"
10.3144/expresspolymlett.2023.88,How introduction of deposit-refund system (DRS) changes recycling of non-drinking bottle PET wastes,2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/jcs7060249,The Potential of Replacing Concrete with Sand and Recycled Polycarbonate Composites: Compressive Strength Testing,2023,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/recycling8040062,Recycling of Polypropylene Recovered from a Composting Plant: Mechanical Behavior of Compounds with Virgin Plastic,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/ma16206730,Performance of Bituminous Binder Modified with Recycled Plastic Pellets,2023,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.13044/j.sdewes.d11.0462,Recycling of Polyethylene and Polypropylene Waste to Produce Plastic Bricks,2023,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/2515-7620/acfecf,Efficient plastic categorization for recycling and real-time annotated data collection with TensorFlow object detection model,2023,6,"supply chain, climate change, environmental impacts, value chain"
10.3397/in_2022_0501,Sound Insulation Property of Waste Jute Fiber/Recycled High-Density Polyethene Composites,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/polym15041033,Material-Preserving Extrusion of Polyamide on a Twin-Screw Extruder,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1016/j.jece.2023.111298,Ni-WC/Al2O3 and Ni-WC/MgWO4/MgAl2O4 catalysts for resource recovery via pyrolysis combined with the dry reforming of plastics (PCDR),2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/app13063434,The Efficiency Evaluation of the Reactive Extrusion Process for Polyethylene Terephthalate (PET). Monitoring of the Industrial Foil Manufacturing Process by In-Line Rheological Measurements,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/pr11061623,Kinetic Monte Carlo Convergence Demands for Thermochemical Recycling Kinetics of Vinyl Polymers with Dominant Depropagation,2023,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acsami.3c07387,High Quantum Yield Shortwave Infrared Luminescent Tracers for Improved Sorting of Plastic Waste,2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1038/s41598-024-73180-7,An appropriate artificial intelligence technique for plastic materials recycling using bipolar dual hesitant fuzzy set,2024,6,"supply chain, climate change, environmental impacts, value chain"
10.1016/j.cscee.2024.100872,"Exploring the circular business model for sustainable plastic waste management in shopping malls: Challenges, opportunities, and impacts in Thailand",2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/acs.energyfuels.4c04280,Mixed Plastic Waste Gasification in a Large Pilot-Scale Fluidized Bed Reactor Operated with Oxygen-Enriched Air and Steam,2024,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/cctc.202301282,Zeolite‐Based Catalysts for Conversion of Oxygenated Polymer Waste by Positron Annihilation,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1061/jmcee7.mteng-16483,Concrete Incorporating Recycled Plastic Aggregates: Physical and Mechanical Properties and Predictive Models,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1007/s43621-024-00644-1,Enhancing urban sustainability: a study on lightweight and pervious concrete incorporating recycled plastic,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1590/1517-7076-rmat-2024-0127,Influence of nano-silica and shredded plastics in pervious concrete,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/masy.202300091,Efficient Plastic Waste Recycling Using Polymer,2024,7,"marine debris, metric tons, human health, u s"
10.3390/polym16172439,A Promising Recycling Strategy via Processing Polypropylene/Recycled Poly(ethylene terephthalate): Reactive Extrusion Using Dual Compatibilizers,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acssuschemeng.3c05031,Creating Sustainable Composites from Pyrolyzed Burlap and Ocean-Recycled Plastics using FDM,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1007/s00604-024-06335-y,Nanocomposite microbeads made of recycled polylactic acid for the magnetic solid phase extraction of xenobiotics from human urine,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.4314/rjeste.v1i1.9s,Strategies for managing plastic waste from construction and manufacturing projects,2018,7,"marine debris, metric tons, human health, u s"
10.1021/cen-09612-feature1,Not-so-fantastic plastic,2018,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1757-899x/342/1/012094,Thermal properties of polyethylene reinforced with recycled–poly (ethylene terephthalate) flakes.,2018,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.26661/2522-1566-2018-2/04-06,Analysis of trends of development of enterprise activity in the field of polymeric waste utilization in Ukraine,2018,6,"supply chain, climate change, environmental impacts, value chain"
10.15544/rd.2017.024,EVALUATION OF SUITABILITY TO USE PLASTIC WASTE IN CONCRETE PRODUCTION,2018,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/resources7030055,Value Chain Actors and Recycled Polymer Products in Lagos Metropolis: Toward Ensuring Sustainable Development in Africa’s Megacity,2018,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.17577/ijertv8is020022,Comparative Analysis of Tiles Made from Recyclable LDPE Plastic Waste,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1016/j.promfg.2019.02.089,Synthesis and characterization of SnO2 nanofiller from recycled expanded polystyrene,2019,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/app9183738,An Assessment of Moisture Susceptibility and Ageing Effect on Nanoclay-Modified AC Mixtures Containing Flakes of Plastic Film Collected as Urban Waste,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1755-1315/357/1/012004,Voided Biaxial Slabs - State of Art,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.21175/radproc.2018.49,THE STUDY OF THE INFLUENCE OF ADDITIVES IN THE CRYSTALLINITY OF RECYCLED LDPE BY IR AND XRD ANALYSIS,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.7844/kirr.2020.29.4.31,Status and Future Prospects for Plastics Recycling,2020,7,"marine debris, metric tons, human health, u s"
10.5334/wwwj.43,"Secrecy at the End of the Recycling Chain: The Recycling of Plastic Waste in Surabaya, Indonesia",2020,7,"marine debris, metric tons, human health, u s"
10.1119/1.5144784,Facts about Plastics and the Environment that Every Physics Teacher Should Know,2020,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1109/tps.2020.3041233,Thermodynamic Analysis of a Single-Stage Carbon Black Plasma Synthesis From Carbonaceous Waste,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1088/1757-899x/888/1/012019,Structural Behaviour of Hollow Core Reinforced Self Compacting Concrete One Way Slabs,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1177/0361198120924415,Safety Prediction Model for Reinforced Highway Slope using a Machine Learning Method,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.15864/ajec.1202,Physicochemical characterization of sodium bentonite clay and its significance as a catalyst in plastic wastes valorization,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/cssc.202002328,Cover Feature: The Use of Heterogeneous Catalysis in the Chemical Valorization of Plastic Waste (ChemSusChem 22/2020),2020,7,"marine debris, metric tons, human health, u s"
10.1051/e3sconf/202132807002,Study on the strength of a fishing boat made from plastic recycles,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/app11093787,Integrated User-Oriented Service for 3D Printing Environments with Recycled Material from Maritime Plastic Waste,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.14207/ejsd.2021.v10n3p27,Enhancement of Polyethylene Terephthalate Bottles Recycling in Mauritius Through the Creation of a Mobile Application,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3390/recycling6010009,"Issues and Challenges Confronting the Achievement of Zero Plastic Waste in Victoria, Australia",2021,6,"supply chain, climate change, environmental impacts, value chain"
10.52547/ijimes.1.3.46,Review and prioritization of investment projects in the Waste Management organization of Tabriz Municipality with a Rough Sets Theory approach,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.1088/1757-899x/1100/1/012052,Energy recovery strategies as a sustainable solutions for municipal solid waste in Egypt,2021,7,"marine debris, metric tons, human health, u s"
